City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,colonia menno,-22.3667,-59.8167,30.75,50,79,6.23,PY,1698580666
307,corralillo,22.9819,-80.5856,25.129999999999995,82,59,6.97,CU,1698580666
308,san patricio,28.017,-97.5169,26.03000000000003,85,2,4.43,US,1698580666
309,vila franca do campo,37.7167,-25.4333,19.930000000000007,99,85,6.55,PT,1698580667
310,afua,-0.1567,-50.3867,30.939999999999998,58,63,4.28,BR,1698580667
311,ghardaia,32.4909,3.6735,26.640000000000043,18,75,0.0,DZ,1698580667
312,lubang,13.8584,120.124,29.189999999999998,74,7,9.79,PH,1698580668
313,kuressaare,58.2481,22.5039,5.57000000000005,81,100,1.54,EE,1698580668
314,bulawayo,-20.15,28.5833,30.710000000000036,22,84,4.88,ZW,1698580668
315,saudarkrokur,65.7461,-19.6394,-0.03999999999996362,76,65,2.88,IS,1698580669
316,saint simon mills,31.1708,-81.4073,19.010000000000048,88,0,1.54,US,1698580669
317,igarka,67.4667,86.5833,-15.370000000000005,96,93,2.13,RU,1698580669
318,roma,43.2128,-75.4557,8.28000000000003,82,100,2.06,US,1698580669
319,gadzhiyevo,69.2551,33.3362,-7.949999999999989,92,92,1.05,RU,1698580670
320,vadso,70.0744,29.7487,-2.909999999999968,80,100,3.09,NO,1698580670
321,soderhamn,61.3037,17.0592,1.6400000000000432,54,9,3.12,SE,1698580670
322,safaga,26.7292,33.9365,28.28000000000003,65,3,3.14,EG,1698580670
323,szamotuly,52.612,16.5779,14.610000000000014,82,100,4.43,PL,1698580670
